order_id,user_id,name,product_id,created_at,product_category,product_name,product_brand,sale_price,product_department,product_sku,stock_quantity
93276,74659,Gloria Frank,14802,2024-01-26 05:58:48 UTC,Maternity,Motherhood Maternity: The Ultimate Maternity Belt,Motherhood Maternity,29.979999542236328,Women,29DDF7414AC131A83205FE7195AFF159,29
56547,45458,Michael Gilbert,19384,2024-01-26 05:43:01 UTC,Sweaters,Pendleton Men's Fair Isle Shawl Collar Sweater,Pendleton,117.59999847412108,Men,ADF229D928D1BF5E7758671F69152E11,32
75716,60669,Anthony Kim,27525,2024-01-26 05:28:01 UTC,Swim,Quiksilver Men's Cypher Reynolds Revolt Board Short,Quiksilver,69.5,Men,1A0F53650DB79ADCA6F29470587A3D39,17
51858,41685,Frank Reeves,24328,2024-01-26 05:11:58 UTC,Outerwear & Coats,Diesel Men's Wittory Jacket,Diesel,239.86000061035159,Men,588FAD4E41A1544C03E7D5625C37CBF0,25
109869,87866,Alexandria Sanford,11746,2024-01-26 05:08:58 UTC,Intimates,Snug Wide Strap Camisole - Black - One Size,Snug Camisole,40,Women,604B37EA63EA51FA5FB3D8A89EC056E6,23
100874,80760,Joseph Woodward,21293,2024-01-26 05:03:39 UTC,Jeans,Silver Jeans Co Mens Zac Flap Relaxed Fit Denim Jeans Medium Light Blue,Silver Jeans,98,Men,5178DB2466FC5AD9F0F2354A3F504D82,14
21289,17207,Peter Davis,28023,2024-01-26 04:43:56 UTC,Swim,Quiksilver Waterman Mens Watermark Hybrid Trunk,Quiksilver,55,Men,3C03E7F05B5CBD91DFFBA3DA4986BC1A,31
54536,43837,Roy Myers,25038,2024-01-26 04:41:41 UTC,Socks,Huf Plantlife Crew Socks,Huf,11.949999809265137,Men,8A58BEB9988F8B83E2F4AD93576C2F6A,25
120406,96350,Tricia Calderon,8882,2024-01-26 04:36:49 UTC,Socks & Hosiery,Steve Madden Legwear Women's 2 Pack Solid Sweater Knit Tight,Steve Madden,25,Women,D5B03D3ACB580879F82271AB4885EE5E,30
118315,94672,Jesus Greer,18415,2024-01-26 04:31:00 UTC,Active,adidas Men's Samba Short Tight,adidas,22.989999771118164,Men,6F14CA8BE6EC0FA38B261C92C3BD61A9,16
45870,36985,Jason Jenkins,24130,2024-01-26 04:13:41 UTC,Outerwear & Coats,Allegra K Mens Stylish Zip Fly Button Closure Slant Pockets Button-tab Wind Jacket Black M,Allegra K,29.180000305175781,Men,D34B265EC889C175E2A1ADE81D393D94,23
85034,68097,Danielle Mendoza,11712,2024-01-26 04:11:20 UTC,Intimates,Only Hearts Women's Delicious W/ Lace Cami,Only Hearts,54,Women,7D420E2B2939762031EED0447A9BE19F,25
78954,63204,Angel Hubbard,19987,2024-01-26 04:04:23 UTC,Suits & Sport Coats,Altamont Mens Victorville Jacket,Altamont,78,Men,E15286C808AE5029DC1DF40E8F343AF1,21
74079,59381,Gina Haney,9757,2024-01-26 04:03:36 UTC,Sleep & Lounge,White Waffle Weave Bathrobe W/shawl Collar,Spa & Resort,39.950000762939446,Women,36A773B0B5996CAEE2EABBB5CAA78023,14
51091,41087,Susan Sullivan,12649,2024-01-26 03:56:13 UTC,Intimates,Braza Sew In Cups,Braza,10,Women,A0F92EB7964639EFF4EFFCE7901714BC,27
117203,93771,Duane Payne,28964,2024-01-26 03:25:02 UTC,Accessories,Oakley Radar Path Replacement Lenses,Oakley,62.970001220703125,Men,F9AA778D602C7BA036E50F85DEEB7250,16
54162,43555,Robert Mercado,26188,2024-01-26 03:18:23 UTC,Underwear,Hanes V-Neck T Shirt for Big Sizes (5-Pack),Hanes,33.139999389648438,Men,CAA1F293D0555EEC031B201F066D6278,26
25552,20647,Pamela Martinez,7617,2024-01-26 02:56:36 UTC,Blazers & Jackets,Parker Women's Zip Jacket,Parker,352,Women,8A7CF65139A9FBB34F03B046D8DC597C,17
108749,86990,Donald Fernandez,18548,2024-01-26 02:49:28 UTC,Active,ExOfficio Reef Runner Lite Long-Sleeve Shirt,ExOfficio,65,Men,A85DFCDC20A09F0A5D1799D902D1CE94,34
84264,67448,Chloe Cooley,5032,2024-01-26 02:40:59 UTC,Jeans,Level 99 Women's Newport Signature Jean,Level 99,123,Women,A7971ABB4134FC0CFCEC7D589E1EBCF6,25
60367,48464,Scott Baxter,28432,2024-01-26 02:39:04 UTC,Accessories,Levi's  Men's 40 Mm Bridle Belt,Levi's,19.989999771118164,Men,A7319A1732F803BECE8314911DD6F52B,15
98558,78949,Jessica Ruiz,13593,2024-01-26 02:27:02 UTC,Swim,La Blanca Women's Pretty Please Tunic Dress,La Blanca,60.080001831054688,Women,908C762ED8A762118027B6AFF6D866C2,20
16842,13663,Kimberly Downs,10734,2024-01-26 02:24:20 UTC,Intimates,Maidenform Women's Microfiber Boy Shorts #40760,Maidenform,10,Women,451EE190D0EFC1F77C8BCC7238979AC1,11
31342,25238,Kristi Rodriguez,15026,2024-01-26 02:03:03 UTC,Maternity,Mermaid Maternity Lower Panel Board Shorts,Mermaid Maternity,52,Women,BFDBC88767EC7E391C7CEB9DD747F440,30
87633,70158,Sarah Bowers,13205,2024-01-26 02:01:07 UTC,Swim,Miraclesuit Women's Plus Size Solid Sanibel,Miraclesuit,164,Women,3D7A8F67F51564C349478F7D52ABEE3B,10
67451,54113,Paul Landry,18058,2024-01-26 01:33:34 UTC,Active,Carhartt Men's Extremes Cold Weather Boot Sock,Carhartt,13.949999809265137,Men,76EA811AB0FA4779BC19B003BEC98570,30
97324,77954,Adam Smith,25565,2024-01-26 01:14:31 UTC,Underwear,Fruit Of The Loom Men's 7-Pack Brief - Big Sizes,Fruit of the Loom,18.989999771118164,Men,05B755ACE5B49029E32C3B90FB494EDC,40
117203,93771,Duane Payne,22378,2024-01-26 01:00:58 UTC,Pants,Allegra K Mens NEW Trendy Slim Fitted Casual Front Slant Pockets Pants Trousers Black W30,Allegra K,16.280000686645508,Men,2797FE1CC41844EF473A623BAB9D32B0,17
90966,72826,Tara Campbell,2731,2024-01-26 00:56:49 UTC,Active,Hanes Sport Women's No Show Socks 6 Pack # 418/6,Hanes,10.109999656677246,Women,08F38E0434442128FAB5EAD6217CA759,5
8435,6815,Gary Vaughn,21329,2024-01-26 00:44:00 UTC,Jeans,Vans Mens Skinny Dark Jeans,Vans,72.610000610351548,Men,DAD0EB8EF352B656351EF2C8285AD148,26
13367,10846,Michael Bridges,27307,2024-01-26 00:29:08 UTC,Sleep & Lounge,Majestic International Men's Storm Chaser Flannel Pajama Gift Set,Majestic International,45.5,Men,2BD17730427116DBFD936F57FBCA0237,22
14085,11442,Tracy Lee,12772,2024-01-26 00:21:07 UTC,Swim,Speedo Race Xtra Life Lycra Solid Superpro Swimsuit,Speedo,61.950000762939446,Women,423215DAE3A7A243E300638262F9242D,34
11106,9007,Mary Clark,725,2024-01-26 00:14:57 UTC,Tops & Tees,Southpole Junior's Basic Solid Color V-Neck Tee,Southpole,25,Women,82F2B308C3B01637C607CE05F52A2FED,34
53995,43421,Shannon Ward,14926,2024-01-25 23:49:13 UTC,Maternity,Maternal America Women's Maternity Belly Ruched Dress,Maternal America,128,Women,490EFB66C5016FA88D6FCBC4E505A7EF,12
123797,99102,Yesenia Sutton,4634,2024-01-25 23:40:10 UTC,Jeans,Cj by Cookie Johnson Women's Faith Straight Leg Jean,CJ by Cookie Johnson,82.5,Women,18FC72D8B8ABA03A4D84F66EFABCE82E,33
81761,65485,Michelle Davis,1556,2024-01-25 23:39:51 UTC,Fashion Hoodies & Sweatshirts,One Direction Hoodie Sweatshirt Hot Pink / Fuschia White Lettering Teen Jr.'s Women's Adult Size S,Gildan,32,Women,4E9CEC1F583056459111D63E24F3B8EF,21
33356,26883,Jason Morris,22079,2024-01-25 23:21:16 UTC,Pants,Haggar Men's Life Khaki Straight Fit Flat Front Utility Pant,Haggar,36.9900016784668,Men,0406576F71BDF8CDB29942CD5C1548C7,24
96051,76919,Paige Green,15987,2024-01-25 23:06:56 UTC,Plus,Solid Color Polyester 3 Piece Fleece Hat Scarf & Glove Women's Winter Set,boxed-gifts,7.9899997711181632,Women,6A710CDCCDB02B3301D71D83ED3D15B3,29
54330,43681,Kenneth Bonilla,22343,2024-01-25 22:57:24 UTC,Pants,Dockers Big & Tall Classic-Fit 5-Pocket Twill Pants,Dockers,65,Men,6FD0E0526D9D0CCF474E886616E439D4,14
104569,83717,Sharon Bass,9778,2024-01-25 22:36:41 UTC,Sleep & Lounge,Shadowline Silhouette 53 Gown (32737),Shadowline,96,Women,F52B43F6E0E444510CF55C5869D8D06B,14
96903,77639,Lisa Allen,14618,2024-01-25 22:15:27 UTC,Maternity,A Pea in the Pod: Short Sleeve Pull Down Smocked Back Nursing Shirt,A Pea in the Pod,45,Women,030D13E49BB7D1ADD5AC5EA2E4A43231,7
11106,9007,Mary Clark,2206,2024-01-25 20:48:26 UTC,Fashion Hoodies & Sweatshirts,Live for the Ride Paisley Pony Hoodie,Live for the Ride,50,Women,FEA9C11C4AD9A395A636ED944A28B51A,16
62781,50384,Andrew Peters,24675,2024-01-25 20:34:45 UTC,Socks,Champion Men's 6pack crew sock,Champion,20.909999847412109,Men,92E7055A62FE019DF970D4258B33D92E,24
68463,54930,Pamela Taylor,6161,2024-01-25 20:20:50 UTC,Leggings,3D Graphic Leopard Spots Fuschia/Tan Cotton Leggings,Stella Elyse,21.989999771118164,Women,5BF73BC6C6E6775D472621264309A88B,17
80853,64737,Katrina White,11135,2024-01-25 18:29:36 UTC,Intimates,Lytess Slimming Active Wear Bike Shorts Daywear (S/M Black),Lytess,48.9900016784668,Women,47599716060306C09493E977BBBCE22E,18
35656,28732,John Beck,26539,2024-01-25 17:27:06 UTC,Sleep & Lounge,Bottoms Out Men's Sleepwear Gift Set,Bottoms Out,25,Men,B8BA4466C47209F470AE8902069192A6,14
108160,86522,Jean Mendoza,13852,2024-01-25 17:18:45 UTC,Accessories,Premium Unisex Plaid & Checkered Winter Fringe Scarf - Different Colors & Patterns Available,TrendsBlue,9.9899997711181641,Women,7F64F0CAB28DDE6781F430FCCF09F3D2,19
39750,32054,Zachary Thomas,19693,2024-01-25 16:55:21 UTC,Sweaters,TRASH NOUVEAU Men's V-Neck Striped Cardigan Sweater Black,Trash Nouveau,56.979999542236328,Men,70711F87C34E6C96F141D0D5449FE4FB,22
30092,24246,Brooke Harper,9323,2024-01-25 16:44:51 UTC,Socks & Hosiery,Women's Tahoe Ear Warmer with Headphones,Brookstone,30,Women,F42FFF7BF91C9292A6A6DD4EE86EEE6C,20
103606,82930,Daniel Neal,21804,2024-01-25 16:28:00 UTC,Pants,Mountain Khakis Men's Cottonwood Cord Pant,Mountain Khakis,82.949996948242173,Men,E78E39EA372DDDD546988C1F8E7BD0CB,33
9188,7421,Emily Jensen,2637,2024-01-25 16:27:30 UTC,Active,ExOfficio Women's Give-N-Go Lacy Low Rise Bikini,ExOfficio,20,Women,C60D870EAAD6A3946AB3E8734466E532,12
30395,24477,Tammie Lewis,9160,2024-01-25 16:25:46 UTC,Socks & Hosiery,HUE Women's 3-Pack Toe Cover,HUE,16,Women,7867D6557B82ED3B5D61E6591A2A2FD3,30
9188,7421,Emily Jensen,10193,2024-01-25 15:04:54 UTC,Sleep & Lounge,Junior Lightweight Sleep / Lounge Drawstring Soft and Comfortable Sleep Pajama Pant,Jolie,9.9899997711181641,Women,EDE862DB5BA2829C43EED59705E9BCDB,13
53717,43202,Sarah Estes,14884,2024-01-25 14:58:44 UTC,Maternity,Momo Maternity Women's 'Jasmine' Modal Bat Wing Top,Momo Maternity,78,Women,2705E8FDE87CD2883E9FC1F00335685F,23
53717,43202,Sarah Estes,8498,2024-01-25 14:53:54 UTC,Outerwear & Coats,MICHAEL Michael Kors Women's Hooded Leather Jacket,MICHAEL Michael Kors,211.11000061035159,Women,A2EAB75E37EE14B3ED50BB2B74036617,10
121181,96991,Michael Collins,20813,2024-01-25 14:52:57 UTC,Jeans,Lee Men's Dungarees Loose Straight Leg Jean,Lee,34.9900016784668,Men,0723C0809CA062085A93E8970E58804D,9
68102,54622,Kenneth Alexander,28568,2024-01-25 14:15:03 UTC,Accessories,Premium Original Blank Flexfit Flatbill Premium Fitted 210 Hat Cap Flex Fit Flat Bill,Flexfit,16.950000762939453,Men,5A0FF4520C5B59AAE5315322F3927D39,41
2382,1933,Kendra Park,458,2024-01-25 14:00:54 UTC,Tops & Tees,Allegra K Women Leopard Print Front Long Bat Sleeve Loose Shirt Black S,Allegra K,11.529999732971191,Women,D07E70EFCFAB08731A97E7B91BE644DE,23
9188,7421,Emily Jensen,4568,2024-01-25 13:48:23 UTC,Jeans,Joe's Jeans Women's Yasmin Skinny Jean,Joe's Jeans,169,Women,BCFA8A783AAF938CDEF361634D5F9289,24
57409,46169,Trevor Little,16815,2024-01-25 13:45:34 UTC,Tops & Tees,ZYNC Z880 Heavy Weight Cotton T Shirt 6.0 oz (XSmall to 6XLarge) (25 Colors),Zorrel,14,Men,339E2F61BA171DE04B12646BB30B329B,15
7277,5870,Noah Pruitt,18477,2024-01-25 13:37:39 UTC,Active,SmartWool PhD Ski Racer Sock,SmartWool,20.950000762939453,Men,26CF85FBD6B5E6023FAC42EC39312A51,24
51770,41620,Rhonda Hansen,6826,2024-01-25 13:35:21 UTC,Shorts,Carhartt Women's Cargo Short,Carhartt,47,Women,0EC04CB3912C4F08874DD03716F80DF1,9
82501,66051,Andrew Russell,22604,2024-01-25 13:28:35 UTC,Pants,Louis Raphael Men's Modern Fit Herringbone Solid Flat Front Dress Pant,Louis Raphael,39.9900016784668,Men,2C80E4C2AA0E5A13968AFD4EDE98BB83,24
62070,49818,Michael Elliott,28114,2024-01-25 13:15:52 UTC,Swim,Mens Sexy Contrast Athlete Cut Fashion Trunk Boxer Swimsuit by Gary Majdell Sport,Gary Majdell Sport,24.969999313354489,Men,2791CBF7A6B8B8C08804168DDCF1C172,32
51107,41098,Michelle Martin,573,2024-01-25 12:39:35 UTC,Tops & Tees,American Apparel Baby Rib 3/4 Sleeve Raglan,American Apparel,22,Women,E5F6AD6CE374177EEF023BF5D0C018B6,20
72168,57867,James Butler,19589,2024-01-25 12:38:42 UTC,Sweaters,Lucky Brand Men's Cotton V-Neck Sweater Green,Lucky Brand,24.989999771118164,Men,3D1C6927EF0C8CA62B7729E4B562131B,32
119605,95703,William Young,16740,2024-01-25 12:31:33 UTC,Tops & Tees,Top Quality Tropical Parrot Hawaiian Aloha Shirt,RJC,36.950000762939446,Men,65B9046124D9251A093CB5DF709A6E2E,14
103349,82736,Maria Bentley,4344,2024-01-25 12:02:27 UTC,Jeans,Levi's 515 Misses Mid Rise Classic Boot Cut Jean,Levi's,36.9900016784668,Women,3C7417B8DF0DAF23F39F445E740C7A43,17
15437,12531,Christopher Beck,20249,2024-01-25 12:01:55 UTC,Suits & Sport Coats,Calvin Klein Suit Separates Striped Pant,Calvin Klein,59.9900016784668,Men,5CD3027C07873CF6AA691A42320D86F5,14
113337,90591,Clifford Mason,16452,2024-01-25 11:56:21 UTC,Tops & Tees,Tri-Mountain Men's Big And Tall Horn Button Pique Golf Shirt. 96,Tri-Mountain,27.989999771118164,Men,E7F9DC40DC939802B9D479FE0A008A55,26
6849,5484,Christopher Mullen,23480,2024-01-25 11:48:08 UTC,Shorts,Original Penguin Men's Drawstring Short,Original Penguin,59.25,Men,3244EF4C2AEB17C03511C93CB43CAEF0,29
51647,41530,Michelle Jefferson,9512,2024-01-25 11:47:53 UTC,Sleep & Lounge,Vanity Fair Women's Colortura Short Sleeve Pajama #90107,Vanity Fair,34,Women,0B9B6D6D154E98CE34B3F2E4EF76EAE9,11
75681,60641,Judith Alvarez,15986,2024-01-25 11:39:24 UTC,Plus,Three Dots Women's Longsleeve Crewneck Tee,Three Dots,48,Women,EE0E944A35FE7E542D4C03B05A5E6802,21
94673,75806,Christina Ruiz,4889,2024-01-25 11:32:22 UTC,Jeans,YMI Sandblasted Stretch Skinny Jeans [P139657],YMI,28.989999771118164,Women,CF63547FADC1AA6E897A62291E0CB124,31
68748,55164,Rebekah Underwood,231,2024-01-25 11:18:14 UTC,Tops & Tees,Alki'i Premium 3-pack Spaghetti Strap Tank Top Cami Set,Alki'i,25,Women,9B04D152845EC0A378394003C96DA594,6
103349,82736,Maria Bentley,11791,2024-01-25 11:11:18 UTC,Intimates,Jezebel Satine Camisole (80944),Jezebel,26,Women,5C1F2CFAEB142BF38D5C31DAE7247E3D,24
112958,90297,Emily Davis,10964,2024-01-25 11:02:59 UTC,Intimates,Jezebel Women's Ideal Low Rise G-String,Jezebel,10,Women,3556A3018CCE3076E27DBBF9645B44D5,12
112958,90297,Emily Davis,14952,2024-01-25 10:57:25 UTC,Maternity,Jules & Jim Women's New Jegging Legging,Jules & Jim,68,Women,71DEF22ECB636394074C832ABEED07A7,20
1094,894,Henry Robbins,16010,2024-01-25 10:49:36 UTC,Tops & Tees,Volcom Men's Blackout Mix Polo Slubbed Short Sleeve,Volcom,39.5,Men,67A20639726A041DDBBD0F78E010F78B,23
90880,72751,Joyce Brown,15265,2024-01-25 10:37:09 UTC,Plus,Scarf - Textured Silk,Red Blossom,8.9499998092651367,Women,987ECF1824AE5E4648F2F65137ABC8DE,6
44852,36156,Justin Acevedo,21665,2024-01-25 10:31:05 UTC,Pants,Dickies Mens Slim Straight Fit Pant,Dickies,35,Men,9B3283DB416902B9C8912BC05B9FEE78,31
43804,35292,Matthew Payne,24812,2024-01-25 10:21:17 UTC,Socks,FootJoy ProDry Men's Crew Socks (1 Pair) Shoe Size 7-12,FootJoy,9.9499998092651367,Men,F36D576DED86C313DCE14FA4B8E6C0D4,13
58161,46723,John Moore,18800,2024-01-25 10:20:13 UTC,Active,Minus33 100% Merino Wool Base Layer 719 LightWeight Bottoms,Minus33 Merino Wool,58.5,Men,A043E8D539356A54A784943D765F2B3A,32
68748,55164,Rebekah Underwood,4842,2024-01-25 10:17:07 UTC,Jeans,LA Idol - Women Plus Size Jeans Crystal Star Cowgirl Flap Bootcut Stretch in Dark Blue,L.A. Idol Jeans,69.949996948242188,Women,C4616F5A24A66668F11CA4FA80525DC4,25
96637,77408,Peter Rodriguez,16049,2024-01-25 10:13:12 UTC,Tops & Tees,DC Men's Star Triblend Screen Tee,DC,29,Men,E8DA6D326D9DD901BCE129D5BCDFDE63,20
519,441,Brenda Rivas,3581,2024-01-25 10:09:26 UTC,Dresses,Hot Leopard Halter Evening Gown Sexy Long Maxi Dress,Hot from Hollywood,49.9900016784668,Women,67606D48E361CE176CA71FD54FCF4286,20
52811,42468,Joseph Baldwin,23007,2024-01-25 10:02:44 UTC,Shorts,DC Men's Straight Chino Short,DC,44,Men,110375FBD8973253ED4A4B7A43837BA8,27
47180,38019,Stacy Colon,6209,2024-01-25 10:01:35 UTC,Leggings,Black & Gray Rose Printed Footless Leggings Tights,Luxury Divas,16.989999771118164,Women,5446F217E9504BC593AD9DCF2EC88DDA,15
90880,72751,Joyce Brown,14352,2024-01-25 09:49:40 UTC,Maternity,Anita Maternity Women's Underwire Nursing Bra  #5041,Anita,72,Women,37B1FE960DABA91FFFADBDB5A3A9DB15,12
48372,38923,Kevin Miles,27436,2024-01-25 09:42:30 UTC,Swim,Speedo Men's Rapid Splice Xtra Life Lycra Jammer Swimsuit,Speedo,47.950000762939446,Men,E3ABA3971C560BCD3591124675A8FB57,17
112508,89924,Benjamin Wilson,24273,2024-01-25 09:40:21 UTC,Outerwear & Coats,Michael Kors Men's Quincy Wool Blend Button Front Multi Pocket Field Coat,Michael Kors,115.15000152587892,Men,4F0B9B0D38AD088F9B2CB09CA561EF24,17
73712,59098,Shaun Allen,16621,2024-01-25 09:24:04 UTC,Tops & Tees,Armani Exchange Pieced Color V-Neck Tee,A:X Armani Exchange,38,Men,1A5EE1FF6E413DEB105E03F4BC5BE351,26
57913,46536,Kimberly Mcdaniel,9161,2024-01-25 09:15:30 UTC,Socks & Hosiery,HUE Women's Pindot Sock,HUE,6.5,Women,97737A7937A18CF131D9E21EDA811113,17
119990,96031,Christina Little,2496,2024-01-25 09:11:27 UTC,Active,Champion Women's Seamless Reversible Sports Bra,Champion,26,Women,12FFB0968F2F56E51A59A6BEB37B2859,29
42484,34241,Julie Joyce,15510,2024-01-25 09:02:52 UTC,Plus,Ivory Crocheted Headband With Sequin Flower Detail,C.C. Exclusives,13.989999771118164,Women,1471A8E08C604E589E04339B320DEEB8,11
1827,1466,Peter Herrera,19231,2024-01-25 08:59:32 UTC,Sweaters,MEN'S COMBED COTTON EURO DESIGN SKI TURTLENECK,EuroBrand,14.989999771118164,Men,517F62B2EA7E49D5FAF86C104DBA801F,28
105168,84161,Destiny Velasquez,168,2024-01-25 08:44:08 UTC,Tops & Tees,US Polo Assn. Juniors Long Sleeve Knit Shirt With Lurex,U.S. Polo Assn.,25,Women,006F52E9102A8D3BE2FE5614F42BA989,8
79027,63258,Ronald Ibarra,22929,2024-01-25 08:37:23 UTC,Shorts,Oneill Men's Triumph Short,O'Neill,44.5,Men,FF842A801C4817B140A19C5E1F564851,22
56237,45203,Taylor Bradley,12132,2024-01-25 08:30:13 UTC,Intimates,Just Sexy Women's Padded Cup Babydoll with Sequin Trim,Just Sexy,29.989999771118164,Women,1A523F7353BFA6BD1DCA95624748E712,26
59533,47796,Patricia Owen,4545,2024-01-25 08:28:59 UTC,Jeans,7 For All Mankind Women's Kaylie Slim Fit Jean in Midnight New York Dark,7 For All Mankind,169,Women,1F6419B1CBE79C71410CB320FC094775,8
85828,68736,Valerie Miranda,1442,2024-01-25 08:23:52 UTC,Sweaters,Tommy Hilfiger Women Striped Pima Cotton Logo V-Neck Sweater,Tommy Hilfiger,37.9900016784668,Women,F69E505B08403AD2298B9F262659929A,27
5349,4321,Stephanie Downs,15634,2024-01-25 08:09:26 UTC,Plus,Hanes Cushioned Women's Athletic Socks - Low-Cut White 5-9,Hanes,11.659999847412108,Women,E11E328234B5EEFFCA4362F9E364DA0F,16
40767,32877,Jason Harrington,19980,2024-01-25 08:02:26 UTC,Suits & Sport Coats,Port Authority J764 Legacy Jacket,Port Authority,45.830001831054688,Men,81517079882BBB04AB3B2C1FB244F336,36
68748,55164,Rebekah Underwood,1946,2024-01-25 07:55:54 UTC,Fashion Hoodies & Sweatshirts,Generation19 2 Tone Varsity Hoodie Jacket Women's,Honey Bun,24,Women,1F71E393B3809197ED66DF836FE833E5,14
102865,82346,Alejandro Yang,17880,2024-01-25 07:52:26 UTC,Fashion Hoodies & Sweatshirts,Vans Men's Occulta Hz Stripe Pull Over Hoodie Gray w/Thin Blue Stripes,Vans,41.959999084472656,Men,2FABD3CEC7E3CBE3DBE4B3F4B11CEA18,20
14500,11778,Phillip Moore,20103,2024-01-25 07:42:46 UTC,Suits & Sport Coats,Black Tuxedo Vest-Finest Quality Satin! with Free Windsor Band Tie Black Satin,SmartTuxedo,58.950000762939446,Men,A8D97425B65357AC228B9E2015DF4E3A,9
87570,70100,Matthew Woodward,26758,2024-01-25 07:39:12 UTC,Sleep & Lounge,Croft & BarrowÂ® Men's Fishing Lounge Pants,Croft & Barrow,30,Men,ACD58ADFB79073F8CBE2BDC0A3201968,31
48214,38808,James Meyer,17113,2024-01-25 06:54:54 UTC,Fashion Hoodies & Sweatshirts,DC Men's T-star Shearling Print Zh,DC,65,Men,ADEB5653CC2294473E88C23D6BFC4BE3,21
48372,38923,Kevin Miles,20079,2024-01-25 06:49:59 UTC,Suits & Sport Coats,Men's Black Sequin Suit Vest with Bow tie Set,FineBrandShop,45,Men,F9B2C114AD004E341AC06BDB07C62FDA,18
46981,37870,Mark Frazier,24839,2024-01-25 06:41:02 UTC,Socks,Fox River X-Static Liner Crew socks,FoxRiver,23.889999389648441,Men,3AED873670EC4DF5EC69019F310A2D19,19
10542,8547,Tasha Austin,14572,2024-01-25 06:38:44 UTC,Maternity,Elila Cotton Wire Free Nursing Bra,Elila,47,Women,FCC852EBF6CD4E2633E85D81CC3CAB92,19
48372,38923,Kevin Miles,19801,2024-01-25 06:29:13 UTC,Suits & Sport Coats,Tommy Hilfiger Men's Trim Fit Plaid Sport Coat,Tommy Hilfiger,158,Men,D61D3737EE9CE1DC4ACC0CA5F427EB4B,11
1234,1012,Hannah Allen,14078,2024-01-25 06:26:14 UTC,Accessories,Genuine Leather Mini Wallet by Rolfs,Rolf's,11.899999618530272,Women,803AE237D2DF8BDDE7BCBD872396D192,35
41107,33144,Becky Thomas,9524,2024-01-25 06:15:20 UTC,Sleep & Lounge,Shadowline Long Gown,Shadowline,57,Women,84A529A92DE322BE42DD3365AFD54F91,22
9043,7307,Christopher Wong,25811,2024-01-25 06:14:51 UTC,Underwear,Two Assorted Madras Silk Boxers by Royal Silk - S M L XL XXL - 100% Silk,Royal Silk,50,Men,8F64C0A6975CE782D1ADAF73CE892D51,25
43087,34729,Janet Juarez,3628,2024-01-25 05:13:17 UTC,Dresses,eloquii Draped One Shoulder Dress,eloquii,65.4000015258789,Women,3E524BF740DC8CFD3F49BD3E96DAEE6E,14
7200,5799,Kenneth Wilson,25294,2024-01-25 05:09:35 UTC,Socks,Dallas Cowboys NFL Team Stripe Adult Logo Slippers TPR Hard Sole,Forever Collectibles,19.989999771118164,Men,5D8DC5DBD84F605017F1C835DA6031D7,22
58326,46856,Karen Martin,6208,2024-01-25 04:44:58 UTC,Leggings,Anna-Kaci Small Fit Blue Cats Paws High Waisted Slim Leg Ankle Length Leggings,Anna-Kaci,17.899999618530273,Women,69DD2EFF9B6A421D5CE262B093BDAB23,39
102452,82025,Michelle Martinez,5895,2024-01-25 04:41:47 UTC,Leggings,Hard Tail shirred button back knee leggings,Hard Tail,62,Women,33853141E0873909BE88F5C3E6144CC6,18
50446,40551,Christopher Maldonado,22454,2024-01-25 03:46:52 UTC,Pants,Dockers Men's Dockers Never Iron Essential D3 Classic Fit Pleat Pant,Dockers,60.099998474121087,Men,D8C864494C522C4CD4CC0A66785F0A20,12
40371,32554,Luke Russell,19271,2024-01-25 03:31:05 UTC,Sweaters,Harbor Bay Big & Tall Soft-Touch Wide-Rib Sweater,Harbor Bay,32.9900016784668,Men,AB9FD4AEE1EA74D4ABD54466385A2D18,32
21477,17346,John Smith,27553,2024-01-25 03:21:29 UTC,Swim,Quiksilver Waterman Men's Rocky 2 Boardshort,Quiksilver,39.5,Men,2FF4529FE221EBA7D79CE74B59D91E60,21
38788,31270,Emily Davis,7839,2024-01-25 03:17:13 UTC,Blazers & Jackets,MAXSTUDIO LINEN TWILL TAILORED JACKET,MAXSTUDIO,198,Women,CA91C5464E73D3066825362C3093A45F,8
49688,39961,Gina Dawson,14137,2024-01-25 03:13:58 UTC,Accessories,Oakley Women's Immerse Shield Sunglasses,Oakley,83.55999755859375,Women,70898EC5AAF2BBF0002BC17E54806936,25
38947,31387,Desiree Love,757,2024-01-25 03:10:27 UTC,Tops & Tees,Joie Women's Marella Metallic Foil With Lace Blouse,Joie,142.80000305175781,Women,470E7A4F017A5476AFB7EEB3F8B96F9B,7
101817,81517,Thomas Torres,16987,2024-01-25 02:59:03 UTC,Tops & Tees,Gildan Men's Comfort Crewneck Jersey T-Shirt. 2000,Gildan,7.9899997711181632,Men,9487C0D93B1EB327013934C5B0D17AE4,28
118232,94608,Jennifer Mcintosh,13616,2024-01-25 02:57:52 UTC,Accessories,Metallic Mesh Scarf,Symphony Designs,6,Women,EA415B5F7047769AAC77F70DF7226A85,21
11017,8930,Tammy White,10412,2024-01-25 02:50:22 UTC,Intimates,Fashion Forms Women's Ultralite Nubra,Fashion Forms,32,Women,1B6171FF276542BD344C1600AACA6165,25
21487,17351,Aaron Brady,25682,2024-01-25 02:41:52 UTC,Underwear,JockeyÂ® staycool V-neck T-Shirt - 2 pack,Jockey,27,Men,3D8338AAE982B9C8BE5F66FF9B91823E,5
